positionName,salary,workYear,city,companyShortName,companySize,district,financeStage,industryField,thirdType,resumeProcessDay,resumeProcessRate
游戏数据分析师,11k-20k,1-3年,北京,JoyCastle,15-50人,朝阳区,不需要融资,"移动互联网,游戏",数据分析,0,0
数据分析师（校招&amp;实习）,3k-6k,应届毕业生,北京,映客,500-2000人,朝阳区,上市公司,文娱丨内容,数据分析,0,0
数据分析师,15k-20k,3-5年,北京,华云中盛,500-2000人,朝阳区,不需要融资,"数据服务,移动互联网",数据分析,1,28
电商数据分析,10k-20k,3-5年,北京,精锐教育,2000人以上,朝阳区,上市公司,教育,商业数据分析,2,49
游戏数据分析工程师,20k-30k,1-3年,北京,icesimba,15-50人,朝阳区,未融资,"移动互联网,文娱丨内容",数据分析,1,100
数据分析师,12k-24k,1-3年,北京,360,2000人以上,朝阳区,上市公司,信息安全,数据分析,2,15
数据分析师,20k-30k,1-3年,北京,阅文集团,500-2000人,朝阳区,上市公司,文娱丨内容,其他数据分析,1,100
数据分析挖掘,30k-35k,3-5年,北京,索信达数据,150-500人,朝阳区,上市公司,人工智能,数据挖掘,0,0
风险数据分析师（信审反欺诈）,15k-25k,3-5年,北京,玖富数科集团,2000人以上,朝阳区,D轮及以上,金融,分析师,1,14
数据分析产品经理,20k-40k,3-5年,北京,香格里拉饭店管理（上海）有限公司北京分公司,2000人以上,朝阳区,上市公司,"移动互联网,旅游",数据产品经理,0,3
数据分析师,7k-12k,应届毕业生,北京,时趣social-touch,500-2000人,朝阳区,D轮及以上,移动互联网,数据分析,2,28
数据分析师,15k-30k,1-3年,北京,美菜网,2000人以上,朝阳区,D轮及以上,电商,数据分析,0,0
数据分析师,10k-15k,1-3年,北京,信雅达BPO,2000人以上,朝阳区,上市公司,金融,数据分析,0,0
数据分析实习生,3k-4k,应届毕业生,北京,艾漫数据,50-150人,朝阳区,上市公司,"移动互联网,文娱丨内容",数据分析,0,0
数据分析,20k-35k,3-5年,北京,360,2000人以上,朝阳区,上市公司,信息安全,数据分析,1,2
校招-数据分析师,7k-10k,应届毕业生,北京,时趣social-touch,500-2000人,朝阳区,D轮及以上,移动互联网,数据分析,0,0
数据分析师(J13022),15k-25k,1-3年,北京,美菜网,2000人以上,朝阳区,D轮及以上,电商,数据运营,0,0
数据分析,3k-4k,1-3年,北京,LBE 科技,50-150人,朝阳区,B轮,移动互联网,数据分析,0,0
数据分析师,7k-14k,1-3年,北京,博易智讯,15-50人,朝阳区,未融资,"数据服务,移动互联网",数据分析,0,0
医疗数据分析专员（中医）,8k-10k,1-3年,北京,和信康,50-150人,朝阳区,B轮,其他,其他编辑,0,0
数据分析师,10k-18k,不限,北京,数城未来,15-50人,朝阳区,未融资,数据服务,数据分析,0,0
数据分析实习生,2k-4k,应届毕业生,北京,自如网,2000人以上,朝阳区,A轮,房产家居,数据运营,1,100
数据分析实习生,2k-4k,应届毕业生,北京,猎豹移动,500-2000人,朝阳区,上市公司,"移动互联网,信息安全",数据分析,1,50
数据分析,25k-35k,5-10年,北京,昆山科信,50-150人,朝阳区,未融资,"移动互联网,电商",数据分析,0,0
高级数据分析师,15k-30k,3-5年,北京,币盈科技,15-50人,朝阳区,天使轮,"移动互联网,金融",数据分析,0,0
数据分析实习生,3k-6k,应届毕业生,北京,映客,500-2000人,朝阳区,上市公司,文娱丨内容,数据分析,0,0
数据分析总监,35k-65k,不限,北京,华友联创,50-150人,朝阳区,不需要融资,"移动互联网,企业服务",大数据,0,0
高级数据分析师,15k-20k,3-5年,北京,爱普联创,少于15人,朝阳区,天使轮,"金融,数据服务",数据分析,0,0
初级数据分析挖掘,15k-25k,1-3年,北京,索信达数据,150-500人,朝阳区,上市公司,人工智能,数据挖掘,0,0
数据分析师,30k-60k,3-5年,北京,美菜网,2000人以上,朝阳区,D轮及以上,电商,数据分析,3,100
数据分析实习生,3k-6k,应届毕业生,北京,映客,500-2000人,朝阳区,上市公司,文娱丨内容,数据分析,0,0
视觉数据分析师-北京-04710,10k-20k,1-3年,北京,龙图游戏,500-2000人,朝阳区,不需要融资,游戏,视觉设计,0,0
数据分析师,15k-25k,3-5年,北京,昆山科信,50-150人,朝阳区,未融资,"移动互联网,电商",数据分析,0,0
数据分析挖掘工程师,18k-36k,5-10年,北京,车好多集团,2000人以上,朝阳区,D轮及以上,消费生活,数据分析,3,47
数据分析-质控方向,15k-28k,3-5年,北京,睦邻企业管理服务（北京）有限公司,2000人以上,朝阳区,不需要融资,消费生活,数据分析,0,0
数据分析实习生,2k-4k,应届毕业生,北京,百合网,2000人以上,朝阳区,上市公司,"移动互联网,社交",数据采集,0,0
运营数据分析,9k-12k,1-3年,北京,凤凰网,2000人以上,朝阳区,上市公司,文娱丨内容,数据运营,2,16
数据分析实习生,2k-3k,不限,北京,艾瑞集团,150-500人,朝阳区,不需要融资,"数据服务,企业服务",数据分析,0,0
遥感数据分析工程师,7k-14k,1-3年,北京,泽泰征信,15-50人,朝阳区,A轮,"企业服务,数据服务",数据分析,0,100
初级数据分析师,10k-12k,1-3年,北京,信雅达BPO,2000人以上,朝阳区,上市公司,金融,数据分析,0,0
bi数据分析师,15k-25k,3-5年,北京,和信集团,2000人以上,朝阳区,不需要融资,金融,BI工程师,0,0
金融数据分析师,8k-12k,不限,北京,华壹信融投资管理公司,150-500人,朝阳区,未融资,金融,证券分析师,0,21
数据分析运营,20k-40k,3-5年,北京,阿里巴巴-高德,2000人以上,朝阳区,上市公司,工具,数据运营,0,0
BI数据分析师,25k-35k,5-10年,北京,奇虎360金融,500-2000人,朝阳区,上市公司,金融,数据分析,1,40
遥感算法数据分析师,15k-30k,3-5年,北京,泽泰征信,15-50人,朝阳区,A轮,"企业服务,数据服务",机器视觉,0,100
商业/数据分析师、数据产品经理,15k-30k,3-5年,北京,阅文集团,500-2000人,朝阳区,上市公司,文娱丨内容,数据分析,1,100
财务数据分析,8k-12k,3-5年,北京,中源控股,150-500人,朝阳区,未融资,金融,数据分析,3,2
BI数据分析师,15k-25k,3-5年,北京,e城e家,2000人以上,朝阳区,不需要融资,"移动互联网,消费生活",BI,1,65
BI数据分析师,15k-30k,3-5年,北京,乐纯酸奶,150-500人,朝阳区,D轮及以上,消费生活,BI工程师,0,0
数据分析高级专家,40k-60k,5-10年,北京,上海星谷信息科技有限公司,50-150人,朝阳区,A轮,"移动互联网,电商",数据分析,0,0
商业数据分析,8k-10k,1年以下,北京,艾瑞集团,150-500人,朝阳区,不需要融资,"数据服务,企业服务",商业数据分析,0,0
bi数据分析师,20k-40k,3-5年,北京,每日一淘,150-500人,朝阳区,不需要融资,"移动互联网,电商",数据分析,0,0
销售数据分析师,15k-25k,1-3年,北京,土豆雅思,50-150人,朝阳区,天使轮,教育,BI,0,0
金融数据分析师,6k-12k,1-3年,北京,北京盛业恒泰投资有限公司,150-500人,朝阳区,不需要融资,"移动互联网,金融",数据分析,0,0
分析系统-大数据分析平台研发专家,35k-60k,5-10年,北京,美团点评,2000人以上,朝阳区,上市公司,消费生活,其他数据开发,1,15
数据分析高级产品经理,15k-30k,5-10年,北京,江融信,150-500人,朝阳区,B轮,"移动互联网,其他",数据分析,0,0
CRM数据分析师,8k-13k,3-5年,北京,北京孩思乐商业有限公司,500-2000人,朝阳区,不需要融资,"电商,消费生活",商业数据分析,0,0
数据分析挖掘,8k-16k,3-5年,北京,东方国信,2000人以上,朝阳区,上市公司,数据服务,数据挖掘,0,0
数据分析挖掘工程师/专家数据,30k-50k,不限,北京,美菜网,2000人以上,朝阳区,D轮及以上,电商,数据挖掘,3,100
CRM数据分析师,8k-13k,3-5年,北京,北京孩思乐商业有限公司,500-2000人,朝阳区,不需要融资,"电商,消费生活",商业数据分析,0,0
运营数据分析,6k-8k,1-3年,北京,北京旅途,15-50人,朝阳区,未融资,"电商,旅游",数据运营,0,0
BI数据分析师（管理）,20k-40k,5-10年,北京,mobike摩拜单车,150-500人,朝阳区,D轮及以上,汽车丨出行,BI,0,0
高级产品经理（数据分析方向）,25k-30k,3-5年,北京,AdMaster,500-2000人,朝阳区,不需要融资,数据服务,产品经理,1,100
大数据分析实习生,3k-4k,应届毕业生,北京,信工所,500-2000人,朝阳区,不需要融资,通讯电子,数据分析,1,28
生物大数据分析工程师,20k-40k,3-5年,北京,知几未来,150-500人,朝阳区,A轮,"医疗丨健康,移动互联网",算法工程师,1,33
【资深数据分析师】,25k-40k,3-5年,北京,微壳,150-500人,朝阳区,不需要融资,"移动互联网,企业服务",数据分析,0,0
阳光保险集团-未来之星（数据分析方向）,4k-6k,应届毕业生,北京,阳光保险集团,2000人以上,朝阳区,不需要融资,金融,数据分析,0,0
BI 数据分析师,15k-30k,3-5年,北京,mobike摩拜单车,150-500人,朝阳区,D轮及以上,汽车丨出行,BI,0,0
【数据分析经理】,30k-45k,5-10年,北京,微壳,150-500人,朝阳区,不需要融资,"移动互联网,企业服务",数据分析,0,0
数据分析师（校招）,10k-20k,应届毕业生,北京,数美,150-500人,朝阳区,B轮,"企业服务,数据服务",数据分析,1,100
数据分析师（校招）,10k-20k,应届毕业生,北京,数美,150-500人,朝阳区,B轮,"企业服务,数据服务",数据分析,1,100
数据分析师,10k-20k,应届毕业生,北京,数美,150-500人,朝阳区,B轮,"企业服务,数据服务",数据分析,1,100
数据分析师,10k-20k,应届毕业生,北京,数美,150-500人,朝阳区,B轮,"企业服务,数据服务",数据分析,1,100
数据分析师（校招）,10k-20k,应届毕业生,北京,数美,150-500人,朝阳区,B轮,"企业服务,数据服务",数据分析,1,100
数据分析师,10k-20k,应届毕业生,北京,数美,150-500人,朝阳区,B轮,"企业服务,数据服务",数据分析,1,100
数据分析师（校招／实习）,10k-20k,应届毕业生,北京,数美,150-500人,朝阳区,B轮,"企业服务,数据服务",数据分析,1,100
数据分析师,10k-20k,应届毕业生,北京,数美,150-500人,朝阳区,B轮,"企业服务,数据服务",数据分析,1,100
数据分析师,10k-20k,应届毕业生,北京,数美,150-500人,朝阳区,B轮,"企业服务,数据服务",数据分析,1,100
数据分析师,10k-20k,应届毕业生,北京,数美,150-500人,朝阳区,B轮,"企业服务,数据服务",数据分析,1,100
数据分析师,10k-20k,应届毕业生,北京,数美,150-500人,朝阳区,B轮,"企业服务,数据服务",数据分析,1,100
数据分析师,10k-20k,应届毕业生,北京,数美,150-500人,朝阳区,B轮,"企业服务,数据服务",数据分析,1,100
数据分析师,4k-6k,应届毕业生,北京,数美,150-500人,朝阳区,B轮,"企业服务,数据服务",数据分析,1,100
数据分析（实习／校招）,3k-6k,应届毕业生,北京,数美,150-500人,朝阳区,B轮,"企业服务,数据服务",数据分析,1,100
数据分析师（实习-2020届）,4k-8k,应届毕业生,北京,数美,150-500人,朝阳区,B轮,"企业服务,数据服务",数据分析,1,100
风险数据分析师,18k-35k,3-5年,北京,玖富数科集团,2000人以上,朝阳区,D轮及以上,金融,分析师,1,44
经营数据分析,15k-20k,1-3年,北京,美团点评,2000人以上,朝阳区,上市公司,消费生活,其他数据分析,3,100
数据分析（实习／校招）,4k-8k,应届毕业生,北京,数美,150-500人,朝阳区,B轮,"企业服务,数据服务",数据分析,1,100
高级数据分析师,20k-40k,3-5年,北京,陌陌,500-2000人,朝阳区,上市公司,社交,数据分析,1,100
数据分析（实习／校招）,4k-8k,应届毕业生,北京,数美,150-500人,朝阳区,B轮,"企业服务,数据服务",数据分析,1,100
高级数据分析师（用户增长方向）,20k-40k,3-5年,北京,陌陌,500-2000人,朝阳区,上市公司,社交,数据分析,1,100
数据分析工程师,15k-30k,1-3年,北京,陌陌,500-2000人,朝阳区,上市公司,社交,数据分析,1,100
信息流方向资深数据分析师,20k-40k,3-5年,北京,车好多集团,2000人以上,朝阳区,D轮及以上,消费生活,数据分析,1,100
大数据分析工程师,20k-35k,1-3年,北京,数美,150-500人,朝阳区,B轮,"企业服务,数据服务",数据挖掘,1,100
Senior Data Analyst,15k-30k,3-5年,北京,AppAnnie,150-500人,东城区,D轮及以上,移动互联网,数据分析,1,100
数据分析师,20k-40k,1-3年,北京,轻趣,15-50人,海淀区,天使轮,移动互联网,数据分析,0,0
数据分析,15k-30k,3-5年,北京,大众问问,150-500人,海淀区,不需要融资,"移动互联网,硬件",数据分析,1,1
数据分析师（海外贷后方向）,8k-15k,1-3年,北京,掌众集团,500-2000人,海淀区,C轮,"移动互联网,金融",数据分析,1,27
数据分析师(J10086),10k-15k,1-3年,北京,斗米,500-2000人,海淀区,B轮,"移动互联网,消费生活",BI,2,35
数据分析师,10k-20k,1-3年,北京,寄云科技,50-150人,海淀区,A轮,"移动互联网,数据服务",数据分析,3,11
高级数据分析师,20k-40k,5-10年,北京,拉勾网,500-2000人,海淀区,D轮及以上,企业服务,数据分析,2,100
数据分析,7k-12k,不限,北京,九五太维,2000人以上,海淀区,不需要融资,移动互联网,数据分析,1,83
数据分析师实习生,8k-10k,应届毕业生,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,其他数据开发,0,0
数据分析师(J10380),15k-30k,3-5年,北京,伴鱼口语,500-2000人,海淀区,C轮,移动互联网,数据运营,1,100
数据分析,12k-24k,3-5年,北京,悠贝 | YOURBAY,50-150人,海淀区,不需要融资,"教育,文娱丨内容",数据分析,1,63
数据分析师,10k-20k,不限,北京,博雅大数据学院,50-150人,海淀区,未融资,教育,数据分析,1,88
数据分析师,14k-20k,1-3年,北京,下厨房,50-150人,海淀区,B轮,移动互联网,数据分析,2,64
数据分析师,20k-30k,3-5年,北京,贝壳,2000人以上,海淀区,D轮及以上,房产家居,数据分析,1,100
数据分析师,20k-40k,3-5年,北京,茄子快传,150-500人,海淀区,B轮,工具,数据分析,1,58
商业广告运营优化师-BJ,12k-24k,1-3年,北京,品友互动,500-2000人,朝阳区,D轮及以上,"移动互联网,广告营销",数据分析,1,64
数据分析工程师,20k-40k,5-10年,北京,寄云科技,50-150人,海淀区,A轮,"移动互联网,数据服务",数据分析,3,11
商业数据分析,6k-10k,1-3年,北京,拉勾网,500-2000人,海淀区,D轮及以上,企业服务,商业数据分析,1,4
数据分析师,15k-30k,1-3年,北京,字节跳动,2000人以上,海淀区,C轮,文娱丨内容,数据分析,0,0
数据分析师/数据科学家,20k-40k,3-5年,北京,商汤科技,2000人以上,海淀区,C轮,人工智能,数据分析,1,100
数据分析师,15k-25k,3-5年,北京,团车网,500-2000人,海淀区,上市公司,"移动互联网,消费生活",数据分析,1,64
数据分析师(J10437),10k-20k,1-3年,北京,伴鱼口语,500-2000人,海淀区,C轮,移动互联网,数据分析,2,100
数据分析师,10k-15k,1-3年,北京,波场TRON,150-500人,海淀区,不需要融资,"移动互联网,金融",数据产品经理,1,24
数据分析师,10k-18k,3-5年,北京,花生米富,150-500人,海淀区,B轮,"移动互联网,金融",数据分析,2,100
有品-数据分析师,15k-30k,3-5年,北京,小米,2000人以上,海淀区,D轮及以上,硬件,数据运营,2,60
数据分析师,10k-15k,应届毕业生,北京,百融云创,500-2000人,海淀区,C轮,金融,数据分析,1,91
数据分析师,10k-15k,3-5年,北京,无极慧通,50-150人,海淀区,A轮,"医疗丨健康,数据服务",数据分析,1,100
数据分析师,15k-25k,不限,北京,酷划在线,150-500人,海淀区,不需要融资,移动互联网,数据分析,1,100
数据分析员,5k-7k,1年以下,北京,久爱致和,150-500人,海淀区,上市公司,电商,数据分析,3,100
数据分析师,15k-25k,1-3年,北京,金山办公软件,2000人以上,海淀区,上市公司,移动互联网,数据分析,1,26
数据分析师（旅行家）,15k-25k,5-10年,北京,汽车之家,2000人以上,海淀区,上市公司,汽车丨出行,数据分析,3,33
